feature,missing_count,missing_pct,observed_count,observed_unique,all_missing,observed_constant,observed_variance
feature_303,2,0.0012763241863433313,1565,509,False,False,0.00021042333098837386
feature_304,2,0.0012763241863433313,1565,1105,False,False,0.004205091728224234
feature_365,2,0.0012763241863433313,1565,120,False,False,7.049882824158662e-06
feature_366,2,0.0012763241863433313,1565,107,False,False,5.6724367667323335e-06
feature_376,2,0.0012763241863433313,1565,36,False,False,2.8534755279731345e-07
feature_377,2,0.0012763241863433313,1565,31,False,False,2.175205462952567e-07
feature_417,2,0.0012763241863433313,1565,1551,False,False,16.428589120072036
feature_418,2,0.0012763241863433313,1565,1051,False,False,82720.97854849623
feature_419,2,0.0012763241863433313,1565,851,False,False,105848.97701772052
feature_420,2,0.0012763241863433313,1565,1514,False,False,9.3435079435982
feature_421,2,0.0012763241863433313,1565,1534,False,False,47.7708500667953
feature_430,2,0.0012763241863433313,1565,1551,False,False,1299.498810646933
feature_431,2,0.0012763241863433313,1565,1553,False,False,1323.7792832315477
feature_432,2,0.0012763241863433313,1565,1503,False,False,15913.416973155146
feature_433,2,0.0012763241863433313,1565,1371,False,False,50943.52567450232
feature_434,2,0.0012763241863433313,1565,1537,False,False,1162.67053025301
feature_435,2,0.0012763241863433313,1565,1524,False,False,1180.5275704718042
feature_436,2,0.0012763241863433313,1565,1539,False,False,1193.4787160415306
feature_437,2,0.0012763241863433313,1565,1495,False,False,2.5945439307991953
feature_438,2,0.0012763241863433313,1565,967,False,False,1162.615808797474
feature_439,2,0.0012763241863433313,1565,1550,False,False,1471.789977446245
feature_440,2,0.0012763241863433313,1565,1557,False,False,38.038048582825155
feature_499,2,0.0012763241863433313,1565,703,False,False,105409.02730161962
feature_500,2,0.0012763241863433313,1565,648,False,False,104264.53771206454
feature_510,2,0.0012763241863433313,1565,1498,False,False,1419.7591583138333
feature_511,2,0.0012763241863433313,1565,586,False,False,108609.35818722009
feature_542,2,0.0012763241863433313,1565,102,False,False,7.485066239320597e-06
feature_543,2,0.0012763241863433313,1565,71,False,False,2.3502564443854688e-06
feature_544,2,0.0012763241863433313,1565,21,False,False,8.727635884820708e-08
feature_545,2,0.0012763241863433313,1565,273,False,False,1.729550848341635
feature_032,1,0.0006381620931716656,1566,338,False,False,4.104279140860022
feature_033,1,0.0006381620931716656,1566,330,False,False,1.806408667521763
feature_034,1,0.0006381620931716656,1566,329,False,False,1.3976926554089368
feature_035,1,0.0006381620931716656,1566,331,False,False,6.625097036952013
feature_036,1,0.0006381620931716656,1566,330,False,False,1.3976943340210795
feature_037,1,0.0006381620931716656,1566,325,False,False,0.09244255669573241
feature_038,1,0.0006381620931716656,1566,329,False,False,0.19946309788628158
feature_039,1,0.0006381620931716656,1566,333,False,False,3.26396163232733
feature_042,1,0.0006381620931716656,1566,1,False,True,0.0
feature_043,1,0.0006381620931716656,1566,1523,False,False,38.84673913500638
feature_044,1,0.0006381620931716656,1566,1376,False,False,0.030618595135600214
feature_045,1,0.0006381620931716656,1566,1520,False,False,61.57134289166381
feature_046,1,0.0006381620931716656,1566,1562,False,False,148.02197730178358
feature_047,1,0.0006381620931716656,1566,1341,False,False,0.03593919187228935
feature_048,1,0.0006381620931716656,1566,1486,False,False,20.455775501726762
feature_049,1,0.0006381620931716656,1566,1,False,True,0.0
feature_050,1,0.0006381620931716656,1566,1520,False,False,74.67077019617712
feature_051,1,0.0006381620931716656,1566,1562,False,False,3709.4985292563742
feature_052,1,0.0006381620931716656,1566,1,False,True,0.0
feature_083,1,0.0006381620931716656,1566,1506,False,False,0.2663453038207707
feature_170,1,0.0006381620931716656,1566,331,False,False,0.024780327924155382
feature_171,1,0.0006381620931716656,1566,306,False,False,0.003692440857673192
feature_172,1,0.0006381620931716656,1566,307,False,False,0.0050723247731079835
feature_173,1,0.0006381620931716656,1566,319,False,False,0.009159139960805038
feature_174,1,0.0006381620931716656,1566,308,False,False,0.005072877308155912
feature_175,1,0.0006381620931716656,1566,327,False,False,0.013522199457945748
feature_176,1,0.0006381620931716656,1566,319,False,False,0.005609091396224692
feature_177,1,0.0006381620931716656,1566,250,False,False,0.07998297811084525
feature_179,1,0.0006381620931716656,1566,1,False,True,0.0
feature_180,1,0.0006381620931716656,1566,890,False,False,10.959906124396294
feature_181,1,0.0006381620931716656,1566,687,False,False,0.05032399057559343
feature_182,1,0.0006381620931716656,1566,905,False,False,17.32824485225636
feature_183,1,0.0006381620931716656,1566,1508,False,False,46.702433973055676
feature_184,1,0.0006381620931716656,1566,1054,False,False,0.012135780936160983
feature_185,1,0.0006381620931716656,1566,739,False,False,51.64469993023037
feature_186,1,0.0006381620931716656,1566,1,False,True,0.0
feature_187,1,0.0006381620931716656,1566,1015,False,False,74.08324217091224
feature_188,1,0.0006381620931716656,1566,1550,False,False,471.1045349087086
feature_189,1,0.0006381620931716656,1566,1,False,True,0.0
feature_218,1,0.0006381620931716656,1566,1539,False,False,1.369045847882575
feature_305,1,0.0006381620931716656,1566,314,False,False,0.0032912208482169802
feature_306,1,0.0006381620931716656,1566,262,False,False,0.0006447458768792133
feature_307,1,0.0006381620931716656,1566,286,False,False,0.0007539898167313391
feature_308,1,0.0006381620931716656,1566,293,False,False,0.0011277835073088898
feature_309,1,0.0006381620931716656,1566,290,False,False,0.0007541248160258951
feature_310,1,0.0006381620931716656,1566,310,False,False,0.0018875521008899197
feature_311,1,0.0006381620931716656,1566,276,False,False,0.0008286900922215209
feature_312,1,0.0006381620931716656,1566,307,False,False,0.01375419620301457
feature_315,1,0.0006381620931716656,1566,1,False,True,0.0
feature_316,1,0.0006381620931716656,1566,1533,False,False,1.0369428274281058
feature_317,1,0.0006381620931716656,1566,1160,False,False,0.005237307236388191
feature_318,1,0.0006381620931716656,1566,1535,False,False,1.4775415664604161
feature_319,1,0.0006381620931716656,1566,1550,False,False,4.745265116865598
feature_320,1,0.0006381620931716656,1566,550,False,False,0.0010159907868066466
feature_321,1,0.0006381620931716656,1566,1511,False,False,4.47880381953689
feature_322,1,0.0006381620931716656,1566,1,False,True,0.0
feature_323,1,0.0006381620931716656,1566,1536,False,False,6.340600851843125
feature_324,1,0.0006381620931716656,1566,1560,False,False,43.741515433880465
feature_325,1,0.0006381620931716656,1566,1,False,True,0.0
feature_356,1,0.0006381620931716656,1566,1473,False,False,0.14960963611645292
feature_441,1,0.0006381620931716656,1566,325,False,False,0.033912653494843334
feature_442,1,0.0006381620931716656,1566,335,False,False,0.43425998282049183
feature_443,1,0.0006381620931716656,1566,330,False,False,0.02059403123233739
feature_444,1,0.0006381620931716656,1566,325,False,False,0.024171556381520465
feature_445,1,0.0006381620931716656,1566,329,False,False,0.019939436858612696
feature_446,1,0.0006381620931716656,1566,338,False,False,0.03101189849555285
feature_447,1,0.0006381620931716656,1566,317,False,False,0.007470690022969748
feature_448,1,0.0006381620931716656,1566,326,False,False,0.05579038163561897
feature_451,1,0.0006381620931716656,1566,1,False,True,0.0
feature_452,1,0.0006381620931716656,1566,1518,False,False,0.8443824402936277
feature_453,1,0.0006381620931716656,1566,1550,False,False,5.062885504921391
feature_454,1,0.0006381620931716656,1566,1555,False,False,9.355543786234826
feature_455,1,0.0006381620931716656,1566,1527,False,False,0.8799799501574975
feature_456,1,0.0006381620931716656,1566,1551,False,False,65.98769413350902
feature_457,1,0.0006381620931716656,1566,1547,False,False,20.577903992061664
feature_458,1,0.0006381620931716656,1566,1,False,True,0.0
feature_459,1,0.0006381620931716656,1566,1518,False,False,1.8094193413361235
feature_460,1,0.0006381620931716656,1566,1564,False,False,177.71370771491718
feature_461,1,0.0006381620931716656,1566,1,False,True,0.0
feature_490,1,0.0006381620931716656,1566,1562,False,False,325.5443848039969
feature_558,1,0.0006381620931716656,1566,365,False,False,0.007027931273844418
feature_559,1,0.0006381620931716656,1566,399,False,False,0.04053278570586
feature_560,1,0.0006381620931716656,1566,345,False,False,0.002658573299651437
feature_561,1,0.0006381620931716656,1566,414,False,False,361.7606173953638
feature_582,1,0.0006381620931716656,1566,171,False,False,1.1582028742972065e-05
feature_583,1,0.0006381620931716656,1566,227,False,False,0.00029496120465381044
feature_584,1,0.0006381620931716656,1566,68,False,False,1.3832871251156026e-05
feature_585,1,0.0006381620931716656,1566,1502,False,False,12.794146055530526
feature_586,1,0.0006381620931716656,1566,322,False,False,0.00015262698833692985
feature_587,1,0.0006381620931716656,1566,260,False,False,7.752314414791326e-05
feature_588,1,0.0006381620931716656,1566,120,False,False,8.214849936143038e-06
feature_589,1,0.0006381620931716656,1566,611,False,False,8810.063098428887
feature_020,0,0.0,1567,552,False,False,0.0002799461450407638
feature_086,0,0.0,1567,472,False,False,0.0013927784751713403
feature_087,0,0.0,1567,249,False,False,0.00016496170686979255
feature_088,0,0.0,1567,973,False,False,2864.4093194049333
feature_113,0,0.0,1567,468,False,False,0.0001471126441209877
feature_114,0,0.0,1567,20,False,False,2.780762471344811e-06
feature_115,0,0.0,1567,1567,False,False,2394.5000073335987
feature_116,0,0.0,1567,136,False,False,9.012604102889486e-05
feature_117,0,0.0,1567,1527,False,False,42.03064820094567
feature_119,0,0.0,1567,249,False,False,8.002565892170562e-05
feature_120,0,0.0,1567,1269,False,False,0.015441720976783035
feature_156,0,0.0,1567,722,False,False,0.006264599122863104
feature_221,0,0.0,1567,408,False,False,0.0005427869862092643
feature_222,0,0.0,1567,178,False,False,0.0031269251541749935
feature_223,0,0.0,1567,973,False,False,3040.2432243367616
feature_248,0,0.0,1567,426,False,False,0.0024225453299118833
feature_249,0,0.0,1567,23,False,False,0.00024855902648311597
feature_250,0,0.0,1567,1566,False,False,2978.960053466944
feature_251,0,0.0,1567,143,False,False,0.0014032915625523063
feature_252,0,0.0,1567,1533,False,False,4138.891612359618
feature_254,0,0.0,1567,291,False,False,8.334273459991065e-05
feature_255,0,0.0,1567,1317,False,False,0.014471071303092782
feature_291,0,0.0,1567,354,False,False,0.0006523257128335741
feature_359,0,0.0,1567,215,False,False,5.089509840198837e-05
feature_360,0,0.0,1567,97,False,False,0.00039984742574696925
feature_361,0,0.0,1567,972,False,False,290.7318545187612
feature_386,0,0.0,1567,191,False,False,0.00023972919707642755
feature_387,0,0.0,1567,22,False,False,2.4877572630135992e-05
feature_388,0,0.0,1567,1564,False,False,296.58025279891945
feature_389,0,0.0,1567,92,False,False,0.00013952886085011985
feature_390,0,0.0,1567,1458,False,False,412.8994868574836
feature_392,0,0.0,1567,109,False,False,8.72972176214188e-06
feature_393,0,0.0,1567,953,False,False,0.0014742708796170539
feature_429,0,0.0,1567,1542,False,False,41.38782179958794
feature_493,0,0.0,1567,572,False,False,0.9479699270817665
feature_494,0,0.0,1567,894,False,False,43.73294803539054
feature_495,0,0.0,1567,964,False,False,10.620944547270943
feature_520,0,0.0,1567,1536,False,False,32.496231346055666
feature_521,0,0.0,1567,9,False,False,10627.565808750454
feature_522,0,0.0,1567,1562,False,False,50.44078530536073
feature_523,0,0.0,1567,1040,False,False,17.19144717534141
feature_524,0,0.0,1567,1543,False,False,426.70420552963026
feature_526,0,0.0,1567,1514,False,False,0.9179971308930401
feature_527,0,0.0,1567,1549,False,False,3.56490217087113
feature_570,0,0.0,1567,814,False,False,306.04532945358676
feature_571,0,0.0,1567,811,False,False,0.07563822674146779
feature_572,0,0.0,1567,518,False,False,7443.74466603565
feature_573,0,0.0,1567,754,False,False,0.06170197690448623
feature_574,0,0.0,1567,830,False,False,724.2320238922639
feature_575,0,0.0,1567,599,False,False,0.004592702984814839
feature_576,0,0.0,1567,820,False,False,286.1499920747406
feature_577,0,0.0,1567,851,False,False,155.7824138460998
